skills,interests,experience_years,role
html;css;javascript,web-design;frontend;statistics,0,ML Engineer Intern
python;bash;sql,devops;backend,1,Data Scientist Intern
excel;powerbi;sql;linux,dashboards;reporting;computer-vision,2,Business Analyst Intern
python;powerbi;excel,dashboards;business-intelligence,0,Business Analyst Intern
python;sql;r,web-development;statistics,0,Data Scientist Intern
python;tensorflow;sql;kubernetes,apis;backend,2,Deep Learning Engineer Intern
excel;tableau;sql,dashboards;reporting,1,Business Analyst Intern
python;pytorch;flask,computer-vision;deep-learning,2,Deep Learning Engineer Intern
python;numpy;statistics;docker,machine-learning;computer-vision,2,ML Engineer Intern
python;django;nn,deep-learning;business-intelligence;web-development,2,ML Engineer Intern
python;powerbi;excel;tensorflow,dashboards;business-intelligence,2,Deep Learning Engineer Intern
fastapi;sql;r,data-analysis;statistics,1,Backend Developer Intern
python;sklearn;r,modeling;deployment,2,ML Engineer Intern
python;pytorch;linear-algebra,modeling;experimentation,3,Deep Learning Engineer Intern
python;linux;html,apis;backend;deep-learning,1,ML Engineer Intern
python;react;r,data-analysis;cloud,2,Frontend Developer Intern
python;ml;statistics,ui-development;research,1,ML Engineer Intern
javascript;numpy;api,frontend;modeling,1,Frontend Developer Intern
python;django;html,web-development;backend,2,ML Engineer Intern
python;docker;excel,deep-learning;reports,0,DevOps Intern
python;sklearn;powerbi,devops;experimentation,2,Data Scientist Intern
python;django;html,web-development;backend,1,Data Scientist Intern
python;pytorch;cnn,computer-vision;etl;reporting,3,ML Engineer Intern
python;git;statistics,machine-learning;cloud,1,Data Scientist Intern
python;sql;fastapi,data-analysis;automation,0,Backend Developer Intern
excel;powerbi;sql,dashboards;deep-learning,2,Business Analyst Intern
linux;react;api;ci-cd,reporting;ui-development,2,Frontend Developer Intern
python;django;html,data-analysis;backend,0,ML Engineer Intern
python;fastapi;sql,apis;backend;automation,0,Backend Developer Intern
kubernetes;sql;r,research;statistics,1,DevOps Intern
linux;docker;bash,deployment;backend,1,DevOps Intern
css;django;html,web-development;experimentation,0,Data Scientist Intern
html;django,web-design;frontend,0,ML Engineer Intern
javascript;react;r,frontend;ui-development,1,Frontend Developer Intern
html;python;react,nlp;frontend,2,Data Scientist Intern
tensorflow;django;html,web-development;apis,2,ML Engineer Intern
excel;python;tableau;pandas,data-visualization;backend;nlp,2,Business Analyst Intern
excel;powerbi;pandas,etl;reporting,2,Business Analyst Intern
pandas;sql;r,data-analysis;statistics,0,Frontend Developer Intern
python;sklearn;linear-algebra,modeling;experimentation,2,ML Engineer Intern
linear-algebra;sql;tableau,data-visualization;dashboards,1,Data Scientist Intern
html;css;react,single-page-apps;computer-vision,1,ML Engineer Intern
excel;powerbi;sql,dashboards;web-design,1,Business Analyst Intern
python;tensorflow;r,data-analysis;statistics;etl,1,ML Engineer Intern
javascript;pytorch;cnn,computer-vision;backend;reports,3,Deep Learning Engineer Intern
excel;powerbi;react,dashboards;reporting,1,Frontend Developer Intern
tensorflow;sklearn;linear-algebra;api,modeling;infrastructure,1,ML Engineer Intern
django;tensorflow;nn;html,deep-learning;ai,3,Deep Learning Engineer Intern
python;tensorflow;nn;aws,deep-learning;ai;business-intelligence,2,ML Engineer Intern
powerbi;pytorch;cnn,computer-vision;reports,1,Deep Learning Engineer Intern
python;matplotlib;excel,data-analysis;machine-learning,0,DevOps Intern
python;django;cnn;tensorflow,web-development;backend,1,ML Engineer Intern
excel;sql,ai;dashboards,0,DevOps Intern
python;django;html;sklearn,etl;backend,1,ML Engineer Intern
python;sklearn;linear-algebra;api,modeling;experimentation,1,ML Engineer Intern
python;sql;r;tableau,data-analysis;deployment,0,Business Analyst Intern
python;ml;powerbi,modeling;research,2,ML Engineer Intern
python;ml;statistics,machine-learning;research,2,Data Scientist Intern
javascript;tensorflow;nn,deep-learning;cloud,1,Deep Learning Engineer Intern
ml;fastapi,machine-learning;research,2,ML Engineer Intern
python;tensorflow;pandas;tableau,deep-learning;visualization,3,ML Engineer Intern
pandas;tensorflow;nn,deep-learning;modeling,3,Deep Learning Engineer Intern
python;fastapi;excel;aws,nlp;business-intelligence,1,Backend Developer Intern
git;ci-cd;tensorflow,automation;infrastructure,1,Deep Learning Engineer Intern
excel;powerbi;sql;html,automation;reporting,0,ML Engineer Intern
python;ml;html,web-development;backend;single-page-apps,2,ML Engineer Intern
python;nn,deep-learning;ai,3,Deep Learning Engineer Intern
python;ml;statistics,machine-learning;research,1,Data Scientist Intern
css;react,single-page-apps;visualization,1,Frontend Developer Intern
html;css;javascript;python,web-design;apis,0,Data Scientist Intern
html;css;javascript,web-design;business-intelligence,0,ML Engineer Intern
powerbi;sql;sklearn,dashboards;apis,2,Data Scientist Intern
statistics;sql;tableau,data-visualization;dashboards;machine-learning,0,ML Engineer Intern
linux;docker;kubernetes;flask,deployment;devops,1,Backend Developer Intern
excel;powerbi;sql,etl;reporting,0,Business Analyst Intern
javascript;sql;api,frontend;computer-vision,1,Frontend Developer Intern
powerbi;sql,dashboards;reporting,1,Business Analyst Intern
python;tensorflow;nn,apis;ai,3,ML Engineer Intern
react;sklearn;linear-algebra,modeling;apis,3,Data Scientist Intern
statistics;css;javascript,deployment;frontend,1,Data Scientist Intern
excel;bash,data-visualization;dashboards,1,DevOps Intern
react;api,frontend;ui-development,2,Frontend Developer Intern
python;cnn,computer-vision;deep-learning,3,Deep Learning Engineer Intern
linux;docker;bash,ai;devops,0,DevOps Intern
excel;sql,data-visualization;infrastructure,2,ML Engineer Intern
python;pytorch;nn,deep-learning;ai,3,Deep Learning Engineer Intern
r;docker;bash,automation;devops,1,DevOps Intern
css;sql;excel;linux,data-analysis;reports,0,Frontend Developer Intern
python;django;html,web-development;backend,1,ML Engineer Intern
javascript;react;api,backend;ui-development,0,Frontend Developer Intern
html;css;docker,single-page-apps;frontend,1,ML Engineer Intern
excel;sql;powerbi,data-visualization;nlp,0,Business Analyst Intern
python;ml;statistics,machine-learning;ui-development,1,Data Scientist Intern
python;ml;statistics,deployment;research,0,Data Scientist Intern
fastapi;sklearn;linear-algebra,modeling;experimentation;single-page-apps,3,Data Scientist Intern
python;api;statistics,computer-vision;research;etl,2,ML Engineer Intern
ci-cd;powerbi;sql,deep-learning;reporting,1,Business Analyst Intern
python;linear-algebra;cnn,computer-vision;deep-learning,1,ML Engineer Intern
python;fastapi;sql,apis;backend,1,Backend Developer Intern
python;sklearn;docker,modeling;experimentation,2,ML Engineer Intern
python;sql;r,reports;statistics;nlp,1,Data Scientist Intern
numpy;react;api,frontend;ai,0,Frontend Developer Intern
python;django;html,automation;backend;ui-development,0,Data Scientist Intern
excel;powerbi;tableau,data-visualization;business-intelligence,2,Business Analyst Intern
git;ci-cd;tableau;matplotlib,automation;backend,0,Business Analyst Intern
python;linux;sql,apis;backend,1,DevOps Intern
powerbi;sql;excel,data-analysis;automation,1,Business Analyst Intern
javascript;fastapi;sql,automation;backend;computer-vision,1,Backend Developer Intern
javascript;react;api;sql,research;ui-development,1,Frontend Developer Intern
python;pytorch;cnn,business-intelligence;deep-learning;reports,2,Deep Learning Engineer Intern
git;ci-cd;sklearn;ml,ui-development;infrastructure,1,Data Scientist Intern
python;react;nn,research;ai;deep-learning,2,ML Engineer Intern
python;sql;excel,data-analysis;reports,0,Data Scientist Intern
excel;powerbi;sql,dashboards;nlp,1,Business Analyst Intern
excel;powerbi;sql,automation;reporting,1,Business Analyst Intern
excel;git;tableau,data-visualization;frontend,1,Business Analyst Intern
matplotlib;pytorch;cnn,computer-vision;deep-learning,1,ML Engineer Intern
python;fastapi;sql,apis;modeling,1,Backend Developer Intern
python;tableau;sql,data-visualization;backend,0,Business Analyst Intern
javascript;react;api,business-intelligence;ui-development;web-design,2,Frontend Developer Intern
excel;powerbi;nn;bash,dashboards;automation,2,Deep Learning Engineer Intern
git;ci-cd;docker;matplotlib,frontend;infrastructure,2,DevOps Intern
python;sklearn,modeling;backend,1,ML Engineer Intern
git;bash,deployment;single-page-apps,2,SRE Intern
python;pytorch;cnn,computer-vision;deep-learning,2,Deep Learning Engineer Intern
html;django;react,single-page-apps;visualization,1,Data Scientist Intern
python;sklearn,modeling;experimentation,3,ML Engineer Intern
python;fastapi;sql,apis;backend,0,Backend Developer Intern
sql;react;api,computer-vision;ui-development,1,Frontend Developer Intern
python;sql;excel,data-analysis;reports,0,Data Analyst Intern
html;css;javascript,web-design;dashboards;reports,0,Data Scientist Intern
ci-cd;sql;tableau,data-visualization;dashboards,0,Business Analyst Intern
python;powerbi;statistics,dashboards;data-visualization,0,ML Engineer Intern
javascript;react;api,apis;ui-development,2,Frontend Developer Intern
linux;docker;git,reports;devops,0,DevOps Intern
python;sql;excel;tableau,data-analysis;devops,0,Business Analyst Intern
linux;python;bash,dashboards;devops,1,DevOps Intern
python;ml;nn,machine-learning;research,2,Deep Learning Engineer Intern
python;powerbi;excel,dashboards;business-intelligence,0,Business Analyst Intern
python;nn;html,web-development;backend;frontend,0,ML Engineer Intern
python;sklearn;linear-algebra;ml,modeling;statistics,2,ML Engineer Intern
javascript;react;api,frontend;data-analysis,1,Frontend Developer Intern
api;ml;statistics,machine-learning;web-development,0,ML Engineer Intern
python;sklearn;linear-algebra,modeling;web-development,3,ML Engineer Intern
javascript;react;api,frontend;ui-development,1,Frontend Developer Intern
python;fastapi;sql,data-analysis;backend,2,Backend Developer Intern
git;fastapi;sql,apis;web-design;computer-vision,1,Backend Developer Intern
html;css;react,single-page-apps;devops,2,Data Scientist Intern
html;css;react,data-analysis;frontend,1,ML Engineer Intern
excel;powerbi;sql,reports;reporting,2,Business Analyst Intern
linux;bash,deep-learning;devops,2,DevOps Intern
excel;sql;tableau;kubernetes,business-intelligence;dashboards,1,Business Analyst Intern
aws;sql;tableau,data-visualization;dashboards,0,Business Analyst Intern
excel;powerbi;sql,dashboards;reporting,2,Business Analyst Intern
python;excel,data-analysis;reports,0,SRE Intern
python;sklearn;excel;docker,modeling;experimentation,2,Data Scientist Intern
python;excel,data-analysis;single-page-apps,0,Frontend Developer Intern
linux;docker;bash;css,reporting;devops,2,Frontend Developer Intern
python;fastapi;sql,apis;frontend,1,Backend Developer Intern
python;pytorch;cnn,computer-vision;etl,2,ML Engineer Intern
excel;powerbi;python,backend;reporting,1,Business Analyst Intern
excel;sql;tableau,reporting;dashboards;data-analysis,1,Business Analyst Intern
python;ml;statistics,experimentation;research,1,Data Scientist Intern
linux;cnn;bash,deployment;web-design;statistics,2,ML Engineer Intern
python;tensorflow;statistics,deep-learning;ai,2,Deep Learning Engineer Intern
html;css;api,single-page-apps;frontend,0,Data Scientist Intern
sklearn;css;javascript,web-design;devops,0,ML Engineer Intern
html;css;react,single-page-apps;web-development,2,Data Scientist Intern
python;django;html,statistics;backend,0,ML Engineer Intern
matplotlib;css;javascript,web-design;apis,0,Frontend Developer Intern
python;git;linear-algebra,modeling;data-analysis,3,ML Engineer Intern
excel;powerbi,dashboards;nlp,1,Business Analyst Intern
linear-algebra;powerbi;excel,dashboards;business-intelligence,1,Data Scientist Intern
excel;react;tableau;numpy,data-visualization;etl,0,Frontend Developer Intern
excel;sql;tableau;cnn,data-visualization;deployment,2,ML Engineer Intern
aws;ci-cd;docker;cnn,automation;infrastructure,1,Deep Learning Engineer Intern
excel;react;sql,ai;reporting,1,Frontend Developer Intern
javascript;powerbi;excel,dashboards;ai,0,Frontend Developer Intern
python;nn;sql,ui-development;machine-learning,0,ML Engineer Intern
python;powerbi;excel,ai;business-intelligence,1,Business Analyst Intern
python;sklearn;linear-algebra,visualization;experimentation,1,ML Engineer Intern
sklearn;tableau,modeling;experimentation,2,ML Engineer Intern
python;powerbi;excel,frontend;business-intelligence;deployment,1,Business Analyst Intern
python;sql;r,data-analysis;statistics,1,Data Analyst Intern
excel;powerbi;sql,dashboards;etl,2,Business Analyst Intern
ml;ci-cd;docker,automation;ui-development,1,ML Engineer Intern
git;ci-cd;cnn;javascript,frontend;infrastructure,1,ML Engineer Intern
git;docker,automation;infrastructure;ai,1,DevOps Intern
python;sql;html,data-visualization;reports,0,ML Engineer Intern
python;django;css,web-development;infrastructure,1,Backend Developer Intern
javascript;react;api,etl;ui-development,2,Frontend Developer Intern
python;sklearn;ci-cd,modeling;experimentation,2,ML Engineer Intern
python;sql;r,data-analysis;statistics,1,Data Scientist Intern
python;powerbi;api,dashboards;business-intelligence,1,Business Analyst Intern
html;docker;react,single-page-apps;nlp;experimentation,1,ML Engineer Intern
python;ml;statistics,web-design;research,2,ML Engineer Intern
python;django;html;fastapi,dashboards;backend,2,Data Scientist Intern
ci-cd;sql;r,data-analysis;statistics,0,Data Analyst Intern
python;django;docker,web-development;backend;ai,0,Backend Developer Intern
html;css;javascript,ui-development;frontend,0,Data Scientist Intern
python;ml;statistics,machine-learning;research,0,ML Engineer Intern
python;statistics;excel,ai;reports,0,ML Engineer Intern
html;css;aws,single-page-apps;research,0,ML Engineer Intern
python;javascript;r,cloud;statistics;automation,2,Frontend Developer Intern
python;react;html,ui-development;backend;machine-learning,2,ML Engineer Intern
python;fastapi;sql,data-visualization;backend,1,Backend Developer Intern
git;ci-cd;docker,automation;infrastructure,1,DevOps Intern
git;ci-cd;statistics,automation;infrastructure,1,Data Scientist Intern
excel;api;sql,dashboards;etl,1,Full Stack Intern
python;fastapi;sql,apis;backend,0,Backend Developer Intern
javascript;react;api;sklearn,frontend;ui-development,0,Data Scientist Intern
javascript;react;ci-cd,frontend;ui-development,2,Frontend Developer Intern
python;statistics;r,data-analysis;machine-learning;business-intelligence,1,Data Scientist Intern
javascript;react;api,ai;ui-development,0,Frontend Developer Intern
excel;sklearn;sql,infrastructure;reporting,0,ML Engineer Intern
linux;docker;ci-cd,deployment;dashboards,1,DevOps Intern
